源编码,目标实体,关系类型
6-17-05-02,焙烧炉,TARGETS_OBJECT
6-17-05-02,重有色金属物料,TARGETS_OBJECT
6-17-05-02,设备,TARGETS_OBJECT
6-17-05-03,操作,INVOLVES_ACTION
6-17-05-03,分离,INVOLVES_ACTION
6-17-05-03,提纯,INVOLVES_ACTION
6-17-05-03,冶金炉窑,TARGETS_OBJECT
6-17-05-03,重有色金属,TARGETS_OBJECT
6-17-05-03,设备,TARGETS_OBJECT
6-17-05-04,操作,INVOLVES_ACTION
6-17-05-04,提取,INVOLVES_ACTION
6-17-05-04,维护保养,INVOLVES_ACTION
6-17-05-04,湿法冶炼设备,TARGETS_OBJECT
6-17-05-04,重有色金属,TARGETS_OBJECT
6-17-05-04,物料溶液,TARGETS_OBJECT
6-17-05-05,操作,INVOLVES_ACTION
6-17-05-05,监视,INVOLVES_ACTION
6-17-05-05,维护,INVOLVES_ACTION
6-17-05-05,电解设备,TARGETS_OBJECT
6-17-05-05,电解液,TARGETS_OBJECT
6-17-05-05,金属产品,TARGETS_OBJECT
6-17-06,冶炼,INVOLVES_ACTION
6-17-06,加工,INVOLVES_ACTION
6-17-06,铝土矿,TARGETS_OBJECT
6-17-06,镁矿石,TARGETS_OBJECT
6-17-06,轻金属,TARGETS_OBJECT
6-17-06-01,操作,INVOLVES_ACTION
6-17-06-01,检测,INVOLVES_ACTION
6-17-06-01,冶炼炉窑,TARGETS_OBJECT
6-17-06-01,铝矿石,TARGETS_OBJECT
6-17-06-01,氧化铝,TARGETS_OBJECT
6-17-06-02,操作,INVOLVES_ACTION
6-17-06-02,冶炼,INVOLVES_ACTION
6-17-06-02,维护保养,INVOLVES_ACTION
6-17-06-02,电解槽,TARGETS_OBJECT
6-17-06-02,氧化铝,TARGETS_OBJECT
6-17-06-02,铝液,TARGETS_OBJECT
6-17-06-02,,OPERATES_IN_ENV
6-17-06-03,操作,INVOLVES_ACTION
6-17-06-03,制成,INVOLVES_ACTION
6-17-06-03,维护保养,INVOLVES_ACTION
6-17-06-03,冶金炉窑,TARGETS_OBJECT
6-17-06-03,电解槽,TARGETS_OBJECT
6-17-06-03,镁原料,TARGETS_OBJECT
6-17-06-04,操作,INVOLVES_ACTION
6-17-06-04,制取,INVOLVES_ACTION
6-17-06-04,维护保养,INVOLVES_ACTION
6-17-06-04,硅冶炼炉,TARGETS_OBJECT
6-17-06-04,工业硅,TARGETS_OBJECT
6-17-06-04,物料,TARGETS_OBJECT
6-17-07,精炼,INVOLVES_ACTION
6-17-07,提取,INVOLVES_ACTION
6-17-07,稀贵金属原料,TARGETS_OBJECT
6-17-07,金,TARGETS_OBJECT
6-17-07,银,TARGETS_OBJECT
6-17-07-01,操作,INVOLVES_ACTION
6-17-07-01,冶炼,INVOLVES_ACTION
6-17-07-01,维护保养,INVOLVES_ACTION
6-17-07-01,钨钼精矿,TARGETS_OBJECT
6-17-07-01,冶炼设备,TARGETS_OBJECT
6-17-07-01,钨钼产品,TARGETS_OBJECT
6-17-07-02,操作,INVOLVES_ACTION
6-17-07-02,冶炼,INVOLVES_ACTION
6-17-07-02,提纯,INVOLVES_ACTION
6-17-07-02,钽钒金属物料,TARGETS_OBJECT
6-17-07-02,冶炼设备,TARGETS_OBJECT
6-17-07-02,钽钒产品,TARGETS_OBJECT
6-17-07-03,操作,INVOLVES_ACTION
6-17-07-03,生产,INVOLVES_ACTION
6-17-07-03,维护保养,INVOLVES_ACTION
6-17-07-03,钛冶炼设备,TARGETS_OBJECT
6-17-07-03,海绵钛,TARGETS_OBJECT
6-17-07-03,钛合金铸锭,TARGETS_OBJECT
6-17-07-04,操作,INVOLVES_ACTION
6-17-07-04,制备,INVOLVES_ACTION
6-17-07-04,维护保养,INVOLVES_ACTION
6-17-07-04,稀土物料,TARGETS_OBJECT
6-17-07-04,冶炼设备,TARGETS_OBJECT
6-17-07-04,稀土产品,TARGETS_OBJECT
6-17-07-05,操作,INVOLVES_ACTION
6-17-07-05,制备,INVOLVES_ACTION
6-17-07-05,加工,INVOLVES_ACTION
6-17-07-05,稀土材料,TARGETS_OBJECT
6-17-07-05,生产设备,TARGETS_OBJECT
6-17-07-05,稀土永磁材料,TARGETS_OBJECT
6-17-07-06,操作,INVOLVES_ACTION
6-17-07-06,提取,INVOLVES_ACTION
6-17-07-06,精炼,INVOLVES_ACTION
6-17-07-06,贵金属,TARGETS_OBJECT
6-17-07-06,冶炼设备,TARGETS_OBJECT
6-17-07-06,物料,TARGETS_OBJECT
6-17-07-07,操作,INVOLVES_ACTION
6-17-07-07,维护保养,INVOLVES_ACTION
6-17-07-07,冶炼炉窑,TARGETS_OBJECT
6-17-07-07,含锂物料,TARGETS_OBJECT
6-17-07-07,锂产品,TARGETS_OBJECT
6-17-08,制备,INVOLVES_ACTION
6-17-08,制取,INVOLVES_ACTION
6-17-08,多晶半导体原材料,TARGETS_OBJECT
6-17-08,单晶半导体原材料,TARGETS_OBJECT
6-17-08-01,操作,INVOLVES_ACTION
6-17-08-01,制备,INVOLVES_ACTION
6-17-08-01,维护保养,INVOLVES_ACTION
6-17-08-01,硅芯,TARGETS_OBJECT
6-17-08-01,高纯器件,TARGETS_OBJECT
6-17-08-01,设备,TARGETS_OBJECT
6-17-08-02,操作,INVOLVES_ACTION
6-17-08-02,制取,INVOLVES_ACTION
6-17-08-02,维护保养,INVOLVES_ACTION
6-17-08-02,多晶硅,TARGETS_OBJECT
6-17-08-02,合成炉,TARGETS_OBJECT
6-17-08-02,精馏塔,TARGETS_OBJECT
6-17-09,轧制,INVOLVES_ACTION
6-17-09,拉拔,INVOLVES_ACTION
6-17-09,挤压,INVOLVES_ACTION
6-17-09,加工,INVOLVES_ACTION
6-17-09,金属锭,TARGETS_OBJECT
6-17-09,坯,TARGETS_OBJECT
6-17-09-01,操作,INVOLVES_ACTION
6-17-09-01,维护保养,INVOLVES_ACTION
6-17-09-01,原料,TARGETS_OBJECT
6-17-09-01,加热炉,TARGETS_OBJECT
6-17-09-01,设备,TARGETS_OBJECT
6-17-09-02,操作,INVOLVES_ACTION
6-17-09-02,轧制,INVOLVES_ACTION
6-17-09-02,维护保养,INVOLVES_ACTION
6-17-09-02,轧机,TARGETS_OBJECT
6-17-09-02,金属坯料,TARGETS_OBJECT
6-17-09-02,金属材,TARGETS_OBJECT
6-17-09-03,操作,INVOLVES_ACTION
6-17-09-03,检验,INVOLVES_ACTION
6-17-09-03,维护保养,INVOLVES_ACTION
6-17-09-03,酸碱洗设备,TARGETS_OBJECT
6-17-09-03,金属材,TARGETS_OBJECT
6-17-09-03,酸碱液,TARGETS_OBJECT
6-17-09-04,操作,INVOLVES_ACTION
6-17-09-04,配制,INVOLVES_ACTION
6-17-09-04,维护保养,INVOLVES_ACTION
6-17-09-04,涂层或氧化机组设备,TARGETS_OBJECT
6-17-09-04,金属材,TARGETS_OBJECT
6-17-09-04,涂料,TARGETS_OBJECT
6-17-09-05,操作,INVOLVES_ACTION
6-17-09-05,调整,INVOLVES_ACTION
6-17-09-05,维护保养,INVOLVES_ACTION
6-17-09-05,热处理设备,TARGETS_OBJECT
6-17-09-05,金属材,TARGETS_OBJECT
6-17-09-05,工艺参数,TARGETS_OBJECT
6-17-09-05,,OPERATES_IN_ENV
6-17-09-06,操作,INVOLVES_ACTION
6-17-09-06,焊接,INVOLVES_ACTION
6-17-09-06,维护保养,INVOLVES_ACTION
6-17-09-06,焊管机组,TARGETS_OBJECT
6-17-09-06,金属带材,TARGETS_OBJECT
6-17-09-06,焊管,TARGETS_OBJECT
6-17-09-07,冷却,INVOLVES_ACTION
6-17-09-07,打包,INVOLVES_ACTION
6-17-09-07,发运,INVOLVES_ACTION
6-17-09-07,金属材,TARGETS_OBJECT
6-17-09-08,操作,INVOLVES_ACTION
6-17-09-08,调整,INVOLVES_ACTION
6-17-09-08,维护保养,INVOLVES_ACTION
6-17-09-08,拉拔设备,TARGETS_OBJECT
6-17-09-08,金属材,TARGETS_OBJECT
6-17-09-08,金属丝,TARGETS_OBJECT
6-17-09-09,操作,INVOLVES_ACTION
6-17-09-09,装配,INVOLVES_ACTION
6-17-09-09,挤压,INVOLVES_ACTION
6-17-09-09,金属挤压机,TARGETS_OBJECT
6-17-09-09,金属铸锭,TARGETS_OBJECT
6-17-09-09,挤压模具,TARGETS_OBJECT
6-17-09-10,操作,INVOLVES_ACTION
6-17-09-10,浇铸,INVOLVES_ACTION
6-17-09-10,轧制,INVOLVES_ACTION
6-17-09-10,铸轧机,TARGETS_OBJECT
6-17-09-10,金属液,TARGETS_OBJECT
6-17-09-10,坯料,TARGETS_OBJECT
6-17-09-11,操作,INVOLVES_ACTION
6-17-09-11,维护保养,INVOLVES_ACTION
6-17-09-11,核对,INVOLVES_ACTION
6-17-09-11,钢丝绳制造设备,TARGETS_OBJECT
6-17-09-11,钢丝绳,TARGETS_OBJECT
6-17-09-11,生产记录,TARGETS_OBJECT
6-17-10,加工,INVOLVES_ACTION
6-17-10,制取,INVOLVES_ACTION
6-17-10,难熔金属化合物,TARGETS_OBJECT
6-17-10,粘结金属粉末,TARGETS_OBJECT
6-17-10,硬质合金制品,TARGETS_OBJECT
6-17-10-01,操作,INVOLVES_ACTION
6-17-10-01,称量,INVOLVES_ACTION
6-17-10-01,维护保养,INVOLVES_ACTION
6-17-10-01,金属粉末,TARGETS_OBJECT
6-17-10-01,合金混合料,TARGETS_OBJECT
6-17-10-01,生产设备,TARGETS_OBJECT
6-17-10-02,操作,INVOLVES_ACTION
6-17-10-02,加压成型,INVOLVES_ACTION
6-17-10-02,维护保养,INVOLVES_ACTION
6-17-10-02,压力机,TARGETS_OBJECT
6-17-10-02,混合料,TARGETS_OBJECT
6-17-10-02,硬质合金毛坯,TARGETS_OBJECT
6-17-10-03,操作,INVOLVES_ACTION
6-17-10-03,维护保养,INVOLVES_ACTION
6-17-10-03,烧结炉,TARGETS_OBJECT
6-17-10-03,压坯,TARGETS_OBJECT
6-17-10-03,合金产品,TARGETS_OBJECT
6-17-10-04,操作,INVOLVES_ACTION
6-17-10-04,精加工,INVOLVES_ACTION
6-17-10-04,检查复核,INVOLVES_ACTION
6-17-10-04,硬质合金制品,TARGETS_OBJECT
6-17-10-04,涂层设备,TARGETS_OBJECT
6-17-10-04,可转位刀片,TARGETS_OBJECT
6-17-99,冶炼,INVOLVES_ACTION
6-17-99,压延加工,INVOLVES_ACTION
6-17-99,金属,TARGETS_OBJECT
6-18-01,车,INVOLVES_ACTION
6-18-01,铣,INVOLVES_ACTION
6-18-01,刨,INVOLVES_ACTION
6-18-01,磨,INVOLVES_ACTION
6-18-01,冷加工操作,TARGETS_OBJECT
6-18-01,工作车,OPERATES_IN_ENV
6-18-01-01,操作,INVOLVES_ACTION
6-18-01-01,切削加工,INVOLVES_ACTION
6-18-01-01,维护保养,INVOLVES_ACTION
6-18-01-01,车床,TARGETS_OBJECT
6-18-01-01,工件,TARGETS_OBJECT
6-18-01-01,刀具,TARGETS_OBJECT
6-18-01-02,操作,INVOLVES_ACTION
6-18-01-02,安装,INVOLVES_ACTION
6-18-01-02,维护保养,INVOLVES_ACTION
6-18-01-02,铣床,TARGETS_OBJECT
6-18-01-02,工件,TARGETS_OBJECT
6-18-01-02,刀具,TARGETS_OBJECT
6-18-01-03,操作,INVOLVES_ACTION
6-18-01-03,切削加工,INVOLVES_ACTION
6-18-01-03,维护保养,INVOLVES_ACTION
6-18-01-03,刨床,TARGETS_OBJECT
6-18-01-03,插床,TARGETS_OBJECT
6-18-01-03,工件,TARGETS_OBJECT
6-18-01-04,操作,INVOLVES_ACTION
6-18-01-04,磨削加工,INVOLVES_ACTION
6-18-01-04,维护保养,INVOLVES_ACTION
6-18-01-04,磨床,TARGETS_OBJECT
6-18-01-04,工件,TARGETS_OBJECT
6-18-01-04,光学玻璃,TARGETS_OBJECT
6-18-01-05,操作,INVOLVES_ACTION
6-18-01-05,加工,INVOLVES_ACTION
6-18-01-05,维护保养,INVOLVES_ACTION
6-18-01-05,镗床,TARGETS_OBJECT
6-18-01-05,工件,TARGETS_OBJECT
6-18-01-05,刀具,TARGETS_OBJECT
6-18-01-06,操作,INVOLVES_ACTION
6-18-01-06,安装,INVOLVES_ACTION
6-18-01-06,维护保养,INVOLVES_ACTION
6-18-01-06,钻床,TARGETS_OBJECT
6-18-01-06,工件,TARGETS_OBJECT
6-18-01-06,钻头,TARGETS_OBJECT
6-18-01-07,操作,INVOLVES_ACTION
6-18-01-07,安装,INVOLVES_ACTION
6-18-01-07,校验,INVOLVES_ACTION
6-18-01-07,数控机床,TARGETS_OBJECT
6-18-01-07,工件,TARGETS_OBJECT
6-18-01-07,刀具,TARGETS_OBJECT
6-18-01-07,数控机加生产线,OPERATES_IN_ENV
6-18-01-08,操作,INVOLVES_ACTION
6-18-01-08,切削,INVOLVES_ACTION
6-18-01-08,成型加工,INVOLVES_ACTION
6-18-01-08,电火花线切割机床,TARGETS_OBJECT
6-18-01-08,电火花成型机床,TARGETS_OBJECT
6-18-01-08,工件,TARGETS_OBJECT
6-18-01-09,操作,INVOLVES_ACTION
6-18-01-09,切削加工,INVOLVES_ACTION
6-18-01-09,维护保养,INVOLVES_ACTION
6-18-01-09,拉床,TARGETS_OBJECT
6-18-01-09,工件,TARGETS_OBJECT
6-18-01-09,量具,TARGETS_OBJECT
6-18-01-10,操作,INVOLVES_ACTION
6-18-01-10,锯切,INVOLVES_ACTION
6-18-01-10,维护保养,INVOLVES_ACTION
6-18-01-10,下料设备,TARGETS_OBJECT
6-18-01-10,板材,TARGETS_OBJECT
6-18-01-10,型材,TARGETS_OBJECT
6-18-01-11,操作,INVOLVES_ACTION
6-18-01-11,铆接,INVOLVES_ACTION
6-18-01-11,维修,INVOLVES_ACTION
6-18-01-11,金属板材,TARGETS_OBJECT
6-18-01-11,型材零件,TARGETS_OBJECT
6-18-01-11,配合件,TARGETS_OBJECT
6-18-01-12,操作,INVOLVES_ACTION
6-18-01-12,加工,INVOLVES_ACTION
6-18-01-12,检测,INVOLVES_ACTION
6-18-01-12,维护保养,INVOLVES_ACTION
6-18-01-12,金属板材,TARGETS_OBJECT
6-18-01-12,冲压设备,TARGETS_OBJECT
6-18-01-12,成型零件,TARGETS_OBJECT
6-18-01-13,安装,INVOLVES_ACTION
6-18-01-13,调试,INVOLVES_ACTION
6-18-01-13,操作,INVOLVES_ACTION
6-18-01-13,增材制造设备,TARGETS_OBJECT
6-18-02,铸造,INVOLVES_ACTION
6-18-02,锻造,INVOLVES_ACTION
6-18-02,热处理,INVOLVES_ACTION
6-18-02,焊接,INVOLVES_ACTION
6-18-02,机械加工,INVOLVES_ACTION
6-18-02,材料切割,INVOLVES_ACTION
6-18-02,粉末冶金制品加工,INVOLVES_ACTION
6-18-02,金属材料,TARGETS_OBJECT
6-18-02,粉末冶金制品,TARGETS_OBJECT
6-18-02-01,操作,INVOLVES_ACTION
6-18-02-01,熔炼,INVOLVES_ACTION
6-18-02-01,浇注,INVOLVES_ACTION
6-18-02-01,金属原料,TARGETS_OBJECT
6-18-02-01,铸型,TARGETS_OBJECT
6-18-02-01,铸件,TARGETS_OBJECT
6-18-02-02,安装调整,INVOLVES_ACTION
6-18-02-02,操作,INVOLVES_ACTION
6-18-02-02,维护保养,INVOLVES_ACTION
6-18-02-02,锻造设备,TARGETS_OBJECT
6-18-02-02,金属毛坯,TARGETS_OBJECT
6-18-02-02,工艺装备,TARGETS_OBJECT
6-18-02-03,操作,INVOLVES_ACTION
6-18-02-03,加工,INVOLVES_ACTION
6-18-02-03,维护保养,INVOLVES_ACTION
6-18-02-03,热处理设备,TARGETS_OBJECT
6-18-02-03,金属工件,TARGETS_OBJECT
6-18-02-04,焊接,INVOLVES_ACTION
6-18-02-04,安装,INVOLVES_ACTION
6-18-02-04,维护保养,INVOLVES_ACTION
6-18-02-04,金属构件,TARGETS_OBJECT
6-18-02-04,焊接设备,TARGETS_OBJECT
6-18-02-04,焊缝,TARGETS_OBJECT
6-18-02-05,安装,INVOLVES_ACTION
6-18-02-05,编程套料,INVOLVES_ACTION
6-18-02-05,切割,INVOLVES_ACTION
6-18-02-05,切割设备,TARGETS_OBJECT
6-18-02-05,金属材料,TARGETS_OBJECT
6-18-02-05,工件,TARGETS_OBJECT
6-18-02-06,操作,INVOLVES_ACTION
6-18-02-06,压制成型,INVOLVES_ACTION
6-18-02-06,烧结,INVOLVES_ACTION
6-18-02-06,金属粉末,TARGETS_OBJECT
6-18-02-06,压力机,TARGETS_OBJECT
6-18-02-06,烧结炉,TARGETS_OBJECT
6-18-03,镀层,INVOLVES_ACTION
6-18-03,镀膜,INVOLVES_ACTION
6-18-03,涂装,INVOLVES_ACTION
6-18-03,喷涂,INVOLVES_ACTION
6-18-03,喷焊,INVOLVES_ACTION
6-18-03,工件表面,TARGETS_OBJECT
6-18-03-01,操作,INVOLVES_ACTION
6-18-03-01,配制,INVOLVES_ACTION
6-18-03-01,维护保养,INVOLVES_ACTION
6-18-03-01,镀层设备,TARGETS_OBJECT
6-18-03-01,金属工件,TARGETS_OBJECT
6-18-03-01,成膜溶液,TARGETS_OBJECT
6-18-03-02,操作,INVOLVES_ACTION
6-18-03-02,加工处理,INVOLVES_ACTION
6-18-03-02,维护保养,INVOLVES_ACTION
6-18-03-02,镀膜设备,TARGETS_OBJECT
6-18-03-02,工件,TARGETS_OBJECT
6-18-03-02,膜层,TARGETS_OBJECT
6-18-03-03,操作,INVOLVES_ACTION
6-18-03-03,涂覆,INVOLVES_ACTION
6-18-03-03,检验,INVOLVES_ACTION
6-18-03-03,工件表面,TARGETS_OBJECT
6-18-03-03,涂料,TARGETS_OBJECT
6-18-03-03,工艺装备,TARGETS_OBJECT
6-18-03-04,操作,INVOLVES_ACTION
6-18-03-04,检测,INVOLVES_ACTION
6-18-03-04,维护保养,INVOLVES_ACTION
6-18-03-04,专用设备,TARGETS_OBJECT
6-18-03-04,工件,TARGETS_OBJECT
6-18-03-04,涂层,TARGETS_OBJECT
6-18-04,加工,INVOLVES_ACTION
6-18-04,制造,INVOLVES_ACTION
6-18-04,工装工具,TARGETS_OBJECT
6-18-04,磨料,TARGETS_OBJECT
6-18-04,磨具,TARGETS_OBJECT
6-18-04,量具,TARGETS_OBJECT
6-18-04,刀具,TARGETS_OBJECT
6-18-04-01,加工,INVOLVES_ACTION
6-18-04-01,装配,INVOLVES_ACTION
6-18-04-01,调试,INVOLVES_ACTION
6-18-04-01,模具,TARGETS_OBJECT
6-18-04-01,模具零件,TARGETS_OBJECT
6-18-04-01,压力机,OPERATES_IN_ENV
6-18-04-01,注塑机,OPERATES_IN_ENV
6-18-04-01,压铸机,OPERATES_IN_ENV
6-18-04-01,锻压机,OPERATES_IN_ENV
6-18-04-02,计算,INVOLVES_ACTION
6-18-04-02,制作,INVOLVES_ACTION
6-18-04-02,加工,INVOLVES_ACTION
6-18-04-02,模型,TARGETS_OBJECT
6-18-04-02,骨架,TARGETS_OBJECT
6-18-04-02,模具,TARGETS_OBJECT
6-18-04-03,操作,INVOLVES_ACTION
6-18-04-03,制备,INVOLVES_ACTION
6-18-04-03,检测,INVOLVES_ACTION
6-18-04-03,磨料,TARGETS_OBJECT
6-18-04-03,复合超硬材料,TARGETS_OBJECT
6-18-04-03,设备,TARGETS_OBJECT
6-18-04-04,操作,INVOLVES_ACTION
6-18-04-04,加工,INVOLVES_ACTION
6-18-04-04,维护保养,INVOLVES_ACTION
6-18-04-04,磨具,TARGETS_OBJECT
6-18-04-04,工艺装备,TARGETS_OBJECT
6-18-04-04,设备,TARGETS_OBJECT
6-18-04-05,加工,INVOLVES_ACTION
6-18-04-05,装配,INVOLVES_ACTION
6-18-04-05,调试,INVOLVES_ACTION
6-18-04-05,扭制,INVOLVES_ACTION
6-18-04-05,量具,TARGETS_OBJECT
6-18-04-05,刀具,TARGETS_OBJECT
6-18-04-05,设备,TARGETS_OBJECT
6-18-04-06,加工,INVOLVES_ACTION
6-18-04-06,装配,INVOLVES_ACTION
6-18-04-06,调试,INVOLVES_ACTION
6-18-04-06,工具,TARGETS_OBJECT
6-18-04-06,样板,TARGETS_OBJECT
6-18-04-06,夹具,TARGETS_OBJECT
6-18-99,加工,INVOLVES_ACTION
6-18-99,机械制造基础零件,TARGETS_OBJECT
6-19-01,加工,INVOLVES_ACTION
6-19-01,制作,INVOLVES_ACTION
6-19-01,工具五金,TARGETS_OBJECT
6-19-01,建筑五金,TARGETS_OBJECT
6-19-01,日用五金制品,TARGETS_OBJECT
6-19-01-01,操作,INVOLVES_ACTION
6-19-01-01,制作,INVOLVES_ACTION
6-19-01-01,测试,INVOLVES_ACTION
6-19-01-01,金属材料,TARGETS_OBJECT
6-19-01-01,工具五金,TARGETS_OBJECT
6-19-01-01,零部件,TARGETS_OBJECT
6-19-01-02,操作,INVOLVES_ACTION
6-19-01-02,加工,INVOLVES_ACTION
6-19-01-02,装配,INVOLVES_ACTION
6-19-01-02,建筑五金制品,TARGETS_OBJECT
6-19-01-02,金属材料,TARGETS_OBJECT
6-19-01-02,零部件,TARGETS_OBJECT
6-19-01-03,操作,INVOLVES_ACTION
6-19-01-03,制作,INVOLVES_ACTION
6-19-01-03,装配,INVOLVES_ACTION
6-19-01-03,锁具零部件,TARGETS_OBJECT
6-19-01-03,金属材料,TARGETS_OBJECT
6-19-01-03,锁具,TARGETS_OBJECT
6-19-01-04,操作,INVOLVES_ACTION
6-19-01-04,加工,INVOLVES_ACTION
6-19-01-04,组装,INVOLVES_ACTION
6-19-01-04,金属材料,TARGETS_OBJECT
6-19-01-04,炊具及器皿,TARGETS_OBJECT
6-19-01-04,零部件,TARGETS_OBJECT
6-19-01-05,制作,INVOLVES_ACTION
6-19-01-05,操作,INVOLVES_ACTION
6-19-01-05,装配,INVOLVES_ACTION
6-19-01-05,日用五金制品,TARGETS_OBJECT
6-19-01-05,金属材料,TARGETS_OBJECT
6-19-01-05,零部件,TARGETS_OBJECT
6-19-01-06,操作,INVOLVES_ACTION
6-19-01-06,加工,INVOLVES_ACTION
6-19-01-06,涂釉,INVOLVES_ACTION
6-19-01-06,专用设备,TARGETS_OBJECT
6-19-01-06,瓷釉,TARGETS_OBJECT
6-19-01-06,搪瓷坯体,TARGETS_OBJECT
6-19-01-06,窑炉,OPERATES_IN_ENV
6-19-01-07,操作,INVOLVES_ACTION
6-19-01-07,制作,INVOLVES_ACTION
6-19-01-07,组装,INVOLVES_ACTION
6-19-01-07,眼镜架,TARGETS_OBJECT
6-19-01-07,配件,TARGETS_OBJECT
6-19-01-07,设备,TARGETS_OBJECT
6-19-01-08,制作,INVOLVES_ACTION
6-19-01-08,操作,INVOLVES_ACTION
6-19-01-08,锤打,INVOLVES_ACTION
6-19-01-08,金箔,TARGETS_OBJECT
6-19-01-08,金条,TARGETS_OBJECT
6-19-01-08,乌金纸,TARGETS_OBJECT
6-19-99,制造,INVOLVES_ACTION
6-19-99,金属制品,TARGETS_OBJECT
6-20-01,加工,INVOLVES_ACTION
6-20-01,制造,INVOLVES_ACTION
6-20-01,通用基础件,TARGETS_OBJECT
6-20-01,轴承,TARGETS_OBJECT
6-20-01,传动部件,TARGETS_OBJECT
6-20-01,紧固件,TARGETS_OBJECT
6-20-01,弹簧,TARGETS_OBJECT
6-20-01-01,安装调整,INVOLVES_ACTION
6-20-01-01,装配,INVOLVES_ACTION
6-20-01-01,检测与调试,INVOLVES_ACTION
6-20-01-01,机械设备产品,TARGETS_OBJECT
6-20-01-01,工装卡具,TARGETS_OBJECT
6-20-01-01,仪器仪表,TARGETS_OBJECT
6-20-01-02,加工,INVOLVES_ACTION
6-20-01-02,装配,INVOLVES_ACTION
6-20-01-02,检验,INVOLVES_ACTION
6-20-01-02,轴承零件,TARGETS_OBJECT
6-20-01-02,成品轴承,TARGETS_OBJECT
6-20-01-02,机械设备,TARGETS_OBJECT
6-20-01-03,操作,INVOLVES_ACTION
6-20-01-03,切削加工,INVOLVES_ACTION
6-20-01-03,维护保养,INVOLVES_ACTION
6-20-01-03,齿形加工机床,TARGETS_OBJECT
6-20-01-03,工件,TARGETS_OBJECT
6-20-01-03,制齿刀具,TARGETS_OBJECT
6-20-01-04,装配,INVOLVES_ACTION
6-20-01-04,调试,INVOLVES_ACTION
6-20-01-04,维护保养,INVOLVES_ACTION
6-20-01-04,减变速机,TARGETS_OBJECT
6-20-01-04,齿轮副部件,TARGETS_OBJECT
6-20-01-04,装配工装,TARGETS_OBJECT
6-20-01-05,加工,INVOLVES_ACTION
6-20-01-05,组装,INVOLVES_ACTION
6-20-01-05,检测,INVOLVES_ACTION
6-20-01-05,链传动部件,TARGETS_OBJECT
6-20-01-05,工装模具,TARGETS_OBJECT
6-20-01-05,加工设备,TARGETS_OBJECT
6-20-01-06,操作,INVOLVES_ACTION
6-20-01-06,加工,INVOLVES_ACTION
6-20-01-06,检验,INVOLVES_ACTION
6-20-01-06,紧固件,TARGETS_OBJECT
6-20-01-06,机床,TARGETS_OBJECT
6-20-01-06,工艺装备,TARGETS_OBJECT
6-20-01-07,操作,INVOLVES_ACTION
6-20-01-07,加工,INVOLVES_ACTION
6-20-01-07,检测,INVOLVES_ACTION
6-20-01-07,弹簧,TARGETS_OBJECT
6-20-01-07,专用设备,TARGETS_OBJECT
6-20-01-07,工艺装备,TARGETS_OBJECT
6-20-02,装配,INVOLVES_ACTION
6-20-02,调试,INVOLVES_ACTION
6-20-02,锅炉,TARGETS_OBJECT
6-20-02,内燃机,TARGETS_OBJECT
6-20-02,汽轮机,TARGETS_OBJECT
6-20-02,风电机组,TARGETS_OBJECT
6-20-02-01,加工,INVOLVES_ACTION
6-20-02-01,装配,INVOLVES_ACTION
6-20-02-01,调试,INVOLVES_ACTION
6-20-02-01,锅炉零部件,TARGETS_OBJECT
6-20-02-01,压力容器,TARGETS_OBJECT
6-20-02-01,工装设备,TARGETS_OBJECT
6-20-02-02,装配,INVOLVES_ACTION
6-20-02-02,调试,INVOLVES_ACTION
6-20-02-02,维护保养,INVOLVES_ACTION
6-20-02-02,内燃机,TARGETS_OBJECT
6-20-02-02,零部件,TARGETS_OBJECT
6-20-02-02,装配设备,TARGETS_OBJECT
6-20-02-03,装配,INVOLVES_ACTION
6-20-02-03,调试,INVOLVES_ACTION
6-20-02-03,检验,INVOLVES_ACTION
6-20-02-03,汽轮机,TARGETS_OBJECT
6-20-02-03,部套,TARGETS_OBJECT
6-20-02-03,转子,TARGETS_OBJECT
6-20-02-04,加工制造,INVOLVES_ACTION
6-20-02-04,集成装配,INVOLVES_ACTION
6-20-02-04,试验及调整,INVOLVES_ACTION
6-20-02-04,风力发电机组叶片,TARGETS_OBJECT
6-20-02-04,机舱,TARGETS_OBJECT
6-20-02-04,电气控制系统,TARGETS_OBJECT
6-20-03,装配,INVOLVES_ACTION
6-20-03,调试,INVOLVES_ACTION
6-20-03,金属切削加工机床,TARGETS_OBJECT
6-20-03,焊接设备,TARGETS_OBJECT
6-20-03-01,装配,INVOLVES_ACTION
6-20-03-01,调试,INVOLVES_ACTION
6-20-03-01,维修,INVOLVES_ACTION
6-20-03-01,机床,TARGETS_OBJECT
6-20-03-01,零部件,TARGETS_OBJECT
6-20-03-01,数控装置,TARGETS_OBJECT
6-20-03-02,装配,INVOLVES_ACTION
6-20-03-02,调试,INVOLVES_ACTION
6-20-03-02,维护保养,INVOLVES_ACTION
6-20-03-02,焊接设备,TARGETS_OBJECT
6-20-03-02,零部件,TARGETS_OBJECT
6-20-03-02,总成,TARGETS_OBJECT
6-20-03-03,操作,INVOLVES_ACTION
6-20-03-03,配制,INVOLVES_ACTION
6-20-03-03,维护保养,INVOLVES_ACTION
6-20-03-03,焊接材料,TARGETS_OBJECT
6-20-03-03,生产设备,TARGETS_OBJECT
6-20-03-03,金属线材,TARGETS_OBJECT
